Daily	Met File BIOCON 1982 - mid2005

&ENVIRON				
CA = 360
/				

&LATLONG				
LATHEM	=	'N'		
LAT	=	45	0	0
LONHEM	=	'W'		
LONG	=	93	0	0
tzlong = 120
/				


&FORMAT				
DAYORHR	=	0		
722	-11	-4	0	6.730543933	0
723	-11	-6	0	1.137238494	0
724	-13	-5	0	6.728033473	0
725	-9	1	0	7.887866109	0
726	-7	1	0	5.69874477	0
727	-4	4	0.03	5.528033473	0
728	-6	4	0	5.179079498	0
729	-3	3	0	5.138912134	0
730	-12	-3	0	7.227615063	0
731	-18	-8	0	4.875313808	0
732	-22	-8	0	7.870292887	0
733	-20	-3	0	6.866108787	0
734	-11	0	0.51	6.188284519	0
735	-8	2	0	5.226778243	0
736	-17	-1	0	5.932217573	0
737	-18	-3	0	6.838493724	0
738	-5	9	0	6.675313808	0
739	1	9	0	7.059414226	0
740	-2	3	0	2.387447699	0
741	-4	6	0	7.584100418	0
742	-6	4	0	7.925523013	0
743	-8	1	1.02	2.234309623	0
744	-4	-2	1.52	2.046025105	0
745	-7	-3	0.03	4.189958159	0
746	-17	-7	0.03	5.430125523	0
747	-18	-7	0	8.590794979	0
748	-24	-12	0	8.836820084	0
749	-14	-1	0.25	7.654393305	0
750	-10	-2	0	4.917991632	0
751	-13	-1	0	6.994142259	0
752	-9	8	0	7.594142259	0
753	-9	0	0	3.057740586	0
754	-16	-1	0	9.351464435	0
755	-3	9	0	9.165690377	0
756	-4	10	0	8.882008368	0
757	-4	1	0	4.240167364	0
758	-11	-4	0	1.968200837	0
759	-12	-7	0	2.086192469	0
760	-15	-6	0	6.768200837	0
761	-11	-4	1.27	3.627615063	0
762	-13	-2	0	11.71380753	0
763	-12	-2	0.25	7.639330544	0
764	-16	-6	0	9.411715481	0
765	-23	-5	0	11.95230126	0
766	-14	0	0	10.68451883	0
767	2	8	0	11.29707113	0
768	-5	7	0	10.89539749	0
769	-6	10	0	10.92803347	0
770	0	3	1.52	1.925523013	0
771	-10	0	0	12.16820084	0
772	-10	6	0	7.212552301	0
773	-10	1	0	12.08284519	0
774	-12	6	0	12.21589958	0
775	-1	8	0	9.492050209	0
776	-2	6	0	9.780753138	0
777	-3	5	0	6.39916318	0
778	-10	6	0	13.20251046	0
779	1	11	0.51	8.312133891	0
780	0	4	8.89	0.858577406	0
781	-3	1	3.3	4.862761506	0
782	-12	1	0	14.3874477	0
783	-15	3	0	10.65188285	0
784	1	10	0.03	10.16485356	0
785	-6	2	2.54	1.69958159	0
786	-11	-5	0	10.34560669	0
787	-13	-7	0	9.012552301	0
788	-19	-7	0	15.47196653	0
789	-12	-7	0	14.33472803	0
790	-21	-11	0	12.13054393	0
791	-14	-8	0	14.3874477	0
792	-22	-9	0.03	17.18912134	0
793	-20	-7	0	7.310460251	0
794	-13	-4	1.78	4.917991632	0
795	-9	-6	0.25	11.54811715	0
796	-13	-5	6.6	5.841841004	0
797	-7	-1	5.08	6.291213389	0
798	-12	-1	5.84	8.994979079	0
799	-18	-7	0.03	15.11297071	0
800	-12	-1	0	14.91213389	0
801	-11	4	0	16.45606695	0
802	-1	6	0.03	12.7707113	0
803	-4	1	14.48	2.470292887	0
804	-6	-1	2.03	18.16820084	0
805	-17	3	0	20.71631799	0
806	-4	3	0.25	11.88451883	0
807	-4	6	0.76	14.81924686	0
808	-1	4	0.76	7.651882845	0
809	-9	2	0.51	15.18577406	0
810	-17	-6	0	18.76066946	0
811	-14	-6	0	21.15313808	0
812	-11	1	0	18.28368201	0
813	-10	-2	0	21.46443515	0
814	-16	-2	0	21.88368201	0
815	-14	2	0	21.57991632	0
816	-7	9	0	20.77656904	0
817	3	9	1.02	18.67531381	0
818	-2	8	0	19.91046025	0
819	-7	6	0.03	14.59079498	0
820	-5	2	0	8.5958159	0
821	-10	-2	3.56	5.756485356	0
822	-3	0	10.16	11.67615063	0
823	-7	-1	0	12.85857741	0
824	-5	1	0	16.52384937	0
825	-11	3	0	22.11715481	0
826	-7	7	0	20.84937238	0
827	6	15	0	8.769037657	0
828	3	14	0	12.92384937	0
829	-3	11	2.29	23.50543933	0
830	4	11	30.48	6.943933054	0
831	3	6	25.15	3.394142259	0
832	4	17	0	19.96820084	0
833	4	20	1.27	18.65020921	0
834	9	24	1.02	19.09205021	0
835	9	31	0	20.29456067	0
836	20	31	0.51	15.32887029	0
837	9	28	1.78	24.12803347	0.066666667
838	8	28	11.18	22.72468619	0.133333333
839	2	22	0	18.29372385	0.2
840	-1	10	0	25.22259414	0.266666667
841	-1	9	5.84	6.30125523	0.333333333
842	-2	5	1.02	13.09456067	0.4
843	1	19	0	23.98493724	0.466666667
844	5	18	0	14.58577406	0.533333333
845	-2	6	0	25.70711297	0.6
846	-4	10	1.27	23.10125523	0.666666667
847	0	9	15.24	4.325523013	0.733333333
848	1	5	3.81	8.354811715	0.8
849	4	16	1.27	22.05439331	0.866666667
850	-2	17	0	18.79330544	0.933333333
851	-1	14	0	15.71799163	1
852	-2	10	0	23.53054393	1.066666667
853	-4	18	0	28.31297071	1.133333333
854	0	15	0	16.29790795	1.2
855	-2	23	10.92	20.13138075	1.266666667
856	5	12	0	7.360669456	1.333333333
857	1	10	3.81	10.76736402	1.4
858	4	8	15.24	5.194142259	1.466666667
859	3	9	0	9.672803347	1.533333333
860	1	17	0	25.49372385	1.6
861	4	12	2.54	5.066108787	1.666666667
862	5	10	0	8.540585774	1.733333333
863	1	18	1.27	19.03933054	1.8
864	6	18	0	27.09288703	1.866666667
865	10	25	0	17.97238494	1.933333333
866	7	15	0	25.45104603	2
867	0	14	0	28.66443515	2.066666667
868	0	14	0	27.29121339	2.133333333
869	-1	14	0	28.78995816	2.2
870	-3	17	0	29.44769874	2.266666667
871	0	20	0	29.83179916	2.333333333
872	9	24	0	17.08619247	2.4
873	8	19	0	21.47698745	2.466666667
874	4	15	0	26.44016736	2.533333333
875	7	18	0.25	17.85188285	2.6
876	6	20	10.67	14.33723849	2.666666667
877	7	27	0	25.63933054	2.733333333
878	12	24	0.76	12.27364017	2.8
879	10	30	0.03	28.16987448	2.866666667
880	13	32	0	27.52970711	2.933333333
881	14	30	0	27.34393305	3
882	14	28	0	28.91548117	3
883	8	21	5.08	14.13640167	3
884	8	13	0.03	4.132217573	3
885	6	14	2.54	5.641004184	3
886	4	24	0	23.29958159	3
887	10	26	7.62	27.8083682	3
888	15	26	2.54	19.27029289	3
889	14	24	0	9.49707113	3
890	19	29	0	21.8209205	3
891	18	28	13.97	13.87531381	3
892	16	24	0	19.60669456	3
893	13	22	1.27	22.03179916	3
894	11	21	1.02	19.7874477	3
895	10	25	0	22.22008368	3
896	10	23	0.76	27.65271967	3
897	8	25	0.76	24.5623431	3
898	14	25	0.03	19.641841	3
899	14	27	0	22.15732218	3
900	20	26	26.42	9.444351464	3
901	15	26	1.02	27.68284519	3
902	15	20	33.02	3.391631799	3
903	19	32	0	24.03012552	3
904	19	28	12.7	18.46443515	3
905	17	25	11.68	6.778242678	3
906	19	31	7.11	22.75230126	3
907	17	28	0	28.82259414	3
908	15	30	0	25.47112971	3
909	17	30	0	25.03430962	3
910	21	33	0	27.93389121	3
911	25	36	0	28.63682008	3
912	23	33	0	27.86610879	3
913	23	30	0	20.43012552	3
914	15	30	2.29	24.92887029	3
915	12	29	0	30.01757322	3
916	17	28	0	25.71213389	3
917	21	35	20.83	26.23179916	3
918	20	31	16	19.58158996	3
919	20	29	1.02	16.88033473	3
920	17	31	0	26.52301255	3
921	15	22	65.02	6.439330544	3
922	14	25	0	25.05941423	3
923	11	27	1.78	28.62677824	3
924	12	28	0	21.88870293	3
925	13	29	0	26.43514644	3
926	16	29	0	27.47949791	3
927	18	32	0	27.56485356	3
928	20	34	0	27.25857741	3
929	20	26	0	13.04686192	3
930	16	26	0	15.65523013	3
931	19	29	3.56	15.13807531	3
932	21	32	22.86	21.18577406	3
933	15	25	0	23.68619247	3
934	9	23	0.03	26.50543933	3
935	14	22	3.81	10.97322176	3
936	16	27	19.05	11.48284519	3
937	17	31	0	25.24016736	3
938	17	28	17.78	15.83096234	3
939	19	31	8.89	24.63012552	3
940	17	28	0	24.30125523	3
941	18	33	0	24.11548117	3
942	21	32	2.54	19.12719665	3
943	15	26	0	22.45606695	3
944	11	25	0	28.03430962	3
945	13	20	22.35	7.915481172	3
946	18	25	1.27	10.27280335	3
947	16	26	0	21.59246862	3
948	13	22	0	19.72970711	3
949	15	26	0	22.08953975	3
950	17	28	0.03	23.42008368	3
951	17	29	0.51	21.09539749	3
952	19	26	1.78	22.73221757	3
953	16	32	0.03	25.20753138	3
954	16	24	4.83	13.07949791	3
955	12	24	10.16	18.04518828	3
956	11	28	37.08	25.16485356	3
957	16	25	0	15.66276151	3
958	11	26	0	20.558159	3
959	10	21	0	19.36569038	2.983333333
960	6	22	0	26.01589958	2.966666667
961	8	24	0	25.20502092	2.95
962	10	25	10.16	23.68619247	2.933333333
963	17	26	37.08	7.041841004	2.916666667
964	16	24	0	7.707112971	2.9
965	15	25	0	8.19916318	2.883333333
966	14	28	0	20.70376569	2.866666667
967	13	28	0	22.52635983	2.85
968	12	28	0	22.53640167	2.833333333
969	15	27	0	20.02594142	2.816666667
970	15	28	1.27	15.41924686	2.8
971	18	25	0	13.00167364	2.783333333
972	16	26	0	18.71046025	2.766666667
973	18	28	0	20.51297071	2.75
974	18	30	33.02	17.96485356	2.733333333
975	14	27	0	16.57154812	2.716666667
976	10	27	0	23.01338912	2.7
977	11	29	0.03	22.01924686	2.683333333
978	17	27	1.27	15.70543933	2.666666667
979	17	29	30.48	17.91966527	2.65
980	21	33	0	20.21171548	2.633333333
981	19	32	0	20.34476987	2.616666667
982	21	30	0	20.73389121	2.6
983	12	23	30.23	20.68870293	2.583333333
984	9	25	0.03	17.7539749	2.566666667
985	11	27	0.03	19.09707113	2.55
986	14	20	0.03	6.853556485	2.533333333
987	9	21	10.67	8.151464435	2.516666667
988	4	20	0	20.92468619	2.5
989	10	27	0	19.98577406	2.483333333
990	10	26	0.03	19.10460251	2.466666667
991	16	25	0.03	12.16066946	2.45
992	13	22	0	10.29790795	2.433333333
993	11	22	1.02	10.25020921	2.416666667
994	7	17	0	13.17740586	2.4
995	2	14	0	16.9832636	2.383333333
996	1	13	2.03	9.717991632	2.366666667
997	-1	16	0.25	15.58242678	2.35
998	6	12	18.29	1.724686192	2.333333333
999	2	14	3.56	10.09456067	2.316666667
1000	-1	20	0	17.74644351	2.3
1001	5	12	3.81	3.589958159	2.283333333
1002	9	15	0.03	3.369037657	2.266666667
1003	11	28	0.25	12.05271967	2.25
1004	9	23	1.78	15.96401674	2.233333333
1005	2	9	0	5.327196653	2.216666667
1006	1	11	1.27	3.881171548	2.2
1007	4	11	52.07	2.756485356	2.183333333
1008	2	13	6.86	9.825941423	2.166666667
1009	1	7	3.56	2.89707113	2.15
1010	-2	7	0	4.674476987	2.133333333
1011	1	17	1.78	12.80334728	2.116666667
1012	-2	13	4.83	15.74309623	2.1
1013	6	16	4.57	11.82426778	2.083333333
1014	11	24	0	11.841841	2.066666667
1015	1	19	7.62	9.672803347	2.05
1016	-2	11	0	15.28117155	2.033333333
1017	-2	17	0	13.41589958	2.016666667
1018	-5	8	0	11.61589958	2
1019	-8	5	0	7.960669456	1.966666667
1020	-5	3	1.02	4.664435146	1.933333333
1021	1	6	4.06	5.146443515	1.9
1022	-3	5	0	4.49874477	1.866666667
1023	-3	0	0.76	1.212552301	1.833333333
1024	-1	2	6.6	2.575732218	1.8
1025	-2	2	0	9.183263598	1.766666667
1026	-6	2	0	7.99832636	1.733333333
1027	-7	6	0	6.974058577	1.7
1028	2	5	0.51	1.687029289	1.666666667
1029	-2	4	0	4.159832636	1.633333333
1030	-5	5	0	4.820083682	1.6
1031	0	5	0	1.882845188	1.566666667
1032	3	9	0.03	3.763179916	1.533333333
1033	-3	4	0.76	2.942259414	1.5
1034	-5	2	0	10.8125523	1.466666667
1035	-8	2	0	9.893723849	1.433333333
1036	-5	7	0	11.21422594	1.4
1037	-5	7	0	10.80251046	1.366666667
1038	-5	1	0	7.385774059	1.333333333
1039	-4	2	0.03	2.962343096	1.3
1040	-5	6	0	8.949790795	1.266666667
1041	-4	17	0	10.18242678	1.233333333
1042	-1	11	0	4.973221757	1.2
1043	0	11	3.3	3.946443515	1.166666667
1044	-1	6	0	2.071129707	1.133333333
1045	-3	4	0	5.764016736	1.1
1046	-6	6	0	7.127196653	1.066666667
1047	-9	3	0	3.228451883	1.033333333
1048	-9	0	0	5.083682008	1
1049	-10	-3	0	6.165690377	0.966666667
1050	-9	1	0	5.633472803	0.933333333
1051	-7	2	0	7.965690377	0.9
1052	-3	7	0	5.452719665	0.866666667
1053	-4	9	0	8.482845188	0.833333333
1054	-5	7	0.03	5.769037657	0.8
1055	-4	4	1.78	3.409205021	0.766666667
1056	-4	1	0	3.635146444	0.733333333
1057	-2	5	0	6.509623431	0.7
1058	-7	-2	0	4.061924686	0.666666667
1059	-12	-5	0	3.830962343	0.633333333
1060	-12	-2	0	7.882845188	0.6
1061	-10	-2	0	4.963179916	0.566666667
1062	-9	7	0	6.790794979	0.533333333
1063	-5	8	0	5.410041841	0.5
1064	-11	-5	0	7.370711297	0.466666667
1065	-9	2	0	5.59832636	0.433333333
1066	-15	-4	0	7.629288703	0.4
1067	-18	-6	0	7.087029289	0.366666667
1068	-14	-7	0	3.720502092	0.333333333
1069	-17	-5	0	7.488702929	0.3
1070	-15	0	0	6.436820084	0.266666667
1071	-7	1	0	5.663598326	0.233333333
1072	-16	-6	0	7.305439331	0.2
1073	-14	3	0	6.261087866	0.166666667
1074	-6	6	0	6.389121339	0.133333333
1075	-3	3	0	0.926359833	0.1
1076	-3	3	0	4.40334728	0.066666667
1077	-9	4	0	6.916317992	0.033333333
1078	-4	8	0	6.542259414	0
1079	-4	6	0	2.939748954	0
1080	-7	0	0.03	1.393305439	0
1081	-4	3	3.05	1.410878661	0
1082	0	6	2.54	0.763179916	0
1083	-1	4	0.25	0.991631799	0
1084	-4	-1	0	2.922175732	0
1085	-7	-3	0	3.376569038	0
1086	-8	-3	0	2.952301255	0
1087	-11	-4	0	6.730543933	0
1088	-11	-6	0	1.137238494	0
1089	-13	-5	0	6.728033473	0
1090	-9	1	0	7.887866109	0
1091	-7	1	0	5.69874477	0
1092	-4	4	0.03	5.528033473	0
1093	-6	4	0	5.179079498	0
1094	-3	3	0	5.138912134	0
1095	-12	-3	0	7.227615063	0
1096	-18	-8	0	4.875313808	0
1097	-22	-8	0	7.870292887	0
1098	-20	-3	0	6.866108787	0
1099	-11	0	0.51	6.188284519	0
1100	-8	2	0	5.226778243	0
1101	-17	-1	0	5.932217573	0
1102	-18	-3	0	6.838493724	0
1103	-5	9	0	6.675313808	0
1104	1	9	0	7.059414226	0
1105	-2	3	0	2.387447699	0
1106	-4	6	0	7.584100418	0
1107	-6	4	0	7.925523013	0
1108	-8	1	1.02	2.234309623	0
1109	-4	-2	1.52	2.046025105	0
1110	-7	-3	0.03	4.189958159	0
1111	-17	-7	0.03	5.430125523	0
1112	-18	-7	0	8.590794979	0
1113	-24	-12	0	8.836820084	0
1114	-14	-1	0.25	7.654393305	0
1115	-10	-2	0	4.917991632	0
1116	-13	-1	0	6.994142259	0
1117	-9	8	0	7.594142259	0
1118	-9	0	0	3.057740586	0
1119	-16	-1	0	9.351464435	0
1120	-3	9	0	9.165690377	0
1121	-4	10	0	8.882008368	0
1122	-4	1	0	4.240167364	0
1123	-11	-4	0	1.968200837	0
1124	-12	-7	0	2.086192469	0
1125	-15	-6	0	6.768200837	0
1126	-11	-4	1.27	3.627615063	0
1127	-13	-2	0	11.71380753	0
1128	-12	-2	0.25	7.639330544	0
1129	-16	-6	0	9.411715481	0
1130	-23	-5	0	11.95230126	0
1131	-14	0	0	10.68451883	0
1132	2	8	0	11.29707113	0
1133	-5	7	0	10.89539749	0
1134	-6	10	0	10.92803347	0
1135	0	3	1.52	1.925523013	0
1136	-10	0	0	12.16820084	0
1137	-10	6	0	7.212552301	0
1138	-10	1	0	12.08284519	0
1139	-12	6	0	12.21589958	0
1140	-1	8	0	9.492050209	0
1141	-2	6	0	9.780753138	0
1142	-3	5	0	6.39916318	0
1143	-10	6	0	13.20251046	0
1144	1	11	0.51	8.312133891	0
1145	0	4	8.89	0.858577406	0
1146	-3	1	3.3	4.862761506	0
1147	-12	1	0	14.3874477	0
1148	-15	3	0	10.65188285	0
1149	1	10	0.03	10.16485356	0
1150	-6	2	2.54	1.69958159	0
1151	-11	-5	0	10.34560669	0
1152	-13	-7	0	9.012552301	0
1153	-19	-7	0	15.47196653	0
1154	-12	-7	0	14.33472803	0
1155	-21	-11	0	12.13054393	0
1156	-14	-8	0	14.3874477	0
1157	-22	-9	0.03	17.18912134	0
1158	-20	-7	0	7.310460251	0
1159	-13	-4	1.78	4.917991632	0
1160	-9	-6	0.25	11.54811715	0
1161	-13	-5	6.6	5.841841004	0
1162	-7	-1	5.08	6.291213389	0
1163	-12	-1	5.84	8.994979079	0
1164	-18	-7	0.03	15.11297071	0
1165	-12	-1	0	14.91213389	0
1166	-11	4	0	16.45606695	0
1167	-1	6	0.03	12.7707113	0
1168	-4	1	14.48	2.470292887	0
1169	-6	-1	2.03	18.16820084	0
1170	-17	3	0	20.71631799	0
1171	-4	3	0.25	11.88451883	0
1172	-4	6	0.76	14.81924686	0
1173	-1	4	0.76	7.651882845	0
1174	-9	2	0.51	15.18577406	0
1175	-17	-6	0	18.76066946	0
1176	-14	-6	0	21.15313808	0
1177	-11	1	0	18.28368201	0
1178	-10	-2	0	21.46443515	0
1179	-16	-2	0	21.88368201	0
1180	-14	2	0	21.57991632	0
1181	-7	9	0	20.77656904	0
1182	3	9	1.02	18.67531381	0
1183	-2	8	0	19.91046025	0
1184	-7	6	0.03	14.59079498	0
1185	-5	2	0	8.5958159	0
1186	-10	-2	3.56	5.756485356	0
1187	-3	0	10.16	11.67615063	0
1188	-7	-1	0	12.85857741	0
1189	-5	1	0	16.52384937	0
1190	-11	3	0	22.11715481	0
1191	-7	7	0	20.84937238	0
1192	6	15	0	8.769037657	0
1193	3	14	0	12.92384937	0
1194	-3	11	2.29	23.50543933	0
1195	4	11	30.48	6.943933054	0
1196	3	6	25.15	3.394142259	0
1197	4	17	0	19.96820084	0
1198	4	20	1.27	18.65020921	0
1199	9	24	1.02	19.09205021	0
1200	9	31	0	20.29456067	0
1201	20	31	0.51	15.32887029	0
1202	9	28	1.78	24.12803347	0.066666667
1203	8	28	11.18	22.72468619	0.133333333
1204	2	22	0	18.29372385	0.2
1205	-1	10	0	25.22259414	0.266666667
1206	-1	9	5.84	6.30125523	0.333333333
1207	-2	5	1.02	13.09456067	0.4
1208	1	19	0	23.98493724	0.466666667
1209	5	18	0	14.58577406	0.533333333
1210	-2	6	0	25.70711297	0.6
1211	-4	10	1.27	23.10125523	0.666666667
1212	0	9	15.24	4.325523013	0.733333333
1213	1	5	3.81	8.354811715	0.8
1214	4	16	1.27	22.05439331	0.866666667
1215	-2	17	0	18.79330544	0.933333333
1216	-1	14	0	15.71799163	1
1217	-2	10	0	23.53054393	1.066666667
1218	-4	18	0	28.31297071	1.133333333
1219	0	15	0	16.29790795	1.2
1220	-2	23	10.92	20.13138075	1.266666667
1221	5	12	0	7.360669456	1.333333333
1222	1	10	3.81	10.76736402	1.4
1223	4	8	15.24	5.194142259	1.466666667
1224	3	9	0	9.672803347	1.533333333
1225	1	17	0	25.49372385	1.6
1226	4	12	2.54	5.066108787	1.666666667
1227	5	10	0	8.540585774	1.733333333
1228	1	18	1.27	19.03933054	1.8
1229	6	18	0	27.09288703	1.866666667
1230	10	25	0	17.97238494	1.933333333
1231	7	15	0	25.45104603	2
1232	0	14	0	28.66443515	2.066666667
1233	0	14	0	27.29121339	2.133333333
1234	-1	14	0	28.78995816	2.2
1235	-3	17	0	29.44769874	2.266666667
1236	0	20	0	29.83179916	2.333333333
1237	9	24	0	17.08619247	2.4
1238	8	19	0	21.47698745	2.466666667
1239	4	15	0	26.44016736	2.533333333
1240	7	18	0.25	17.85188285	2.6
1241	6	20	10.67	14.33723849	2.666666667
1242	7	27	0	25.63933054	2.733333333
1243	12	24	0.76	12.27364017	2.8
1244	10	30	0.03	28.16987448	2.866666667
1245	13	32	0	27.52970711	2.933333333
1246	14	30	0	27.34393305	3
1247	14	28	0	28.91548117	3
1248	8	21	5.08	14.13640167	3
1249	8	13	0.03	4.132217573	3
1250	6	14	2.54	5.641004184	3
1251	4	24	0	23.29958159	3
1252	10	26	7.62	27.8083682	3
1253	15	26	2.54	19.27029289	3
1254	14	24	0	9.49707113	3
1255	19	29	0	21.8209205	3
1256	18	28	13.97	13.87531381	3
1257	16	24	0	19.60669456	3
1258	13	22	1.27	22.03179916	3
1259	11	21	1.02	19.7874477	3
1260	10	25	0	22.22008368	3
1261	10	23	0.76	27.65271967	3
1262	8	25	0.76	24.5623431	3
1263	14	25	0.03	19.641841	3
1264	14	27	0	22.15732218	3
1265	20	26	26.42	9.444351464	3
1266	15	26	1.02	27.68284519	3
1267	15	20	33.02	3.391631799	3
1268	19	32	0	24.03012552	3
1269	19	28	12.7	18.46443515	3
1270	17	25	11.68	6.778242678	3
1271	19	31	7.11	22.75230126	3
1272	17	28	0	28.82259414	3
1273	15	30	0	25.47112971	3
1274	17	30	0	25.03430962	3
1275	21	33	0	27.93389121	3
1276	25	36	0	28.63682008	3
1277	23	33	0	27.86610879	3
1278	23	30	0	20.43012552	3
1279	15	30	2.29	24.92887029	3
1280	12	29	0	30.01757322	3
1281	17	28	0	25.71213389	3
1282	21	35	20.83	26.23179916	3
1283	20	31	16	19.58158996	3
1284	20	29	1.02	16.88033473	3
1285	17	31	0	26.52301255	3
1286	15	22	65.02	6.439330544	3
1287	14	25	0	25.05941423	3
1288	11	27	1.78	28.62677824	3
1289	12	28	0	21.88870293	3
1290	13	29	0	26.43514644	3
1291	16	29	0	27.47949791	3
1292	18	32	0	27.56485356	3
1293	20	34	0	27.25857741	3
1294	20	26	0	13.04686192	3
1295	16	26	0	15.65523013	3
1296	19	29	3.56	15.13807531	3
1297	21	32	22.86	21.18577406	3
1298	15	25	0	23.68619247	3
1299	9	23	0.03	26.50543933	3
1300	14	22	3.81	10.97322176	3
1301	16	27	19.05	11.48284519	3
1302	17	31	0	25.24016736	3
1303	17	28	17.78	15.83096234	3
1304	19	31	8.89	24.63012552	3
1305	17	28	0	24.30125523	3
1306	18	33	0	24.11548117	3
1307	21	32	2.54	19.12719665	3
1308	15	26	0	22.45606695	3
1309	11	25	0	28.03430962	3
1310	13	20	22.35	7.915481172	3
1311	18	25	1.27	10.27280335	3
1312	16	26	0	21.59246862	3
1313	13	22	0	19.72970711	3
1314	15	26	0	22.08953975	3
1315	17	28	0.03	23.42008368	3
1316	17	29	0.51	21.09539749	3
1317	19	26	1.78	22.73221757	3
1318	16	32	0.03	25.20753138	3
1319	16	24	4.83	13.07949791	3
1320	12	24	10.16	18.04518828	3
1321	11	28	37.08	25.16485356	3
1322	16	25	0	15.66276151	3
1323	11	26	0	20.558159	3
1324	10	21	0	19.36569038	2.983333333
1325	6	22	0	26.01589958	2.966666667
1326	8	24	0	25.20502092	2.95
1327	10	25	10.16	23.68619247	2.933333333
1328	17	26	37.08	7.041841004	2.916666667
1329	16	24	0	7.707112971	2.9
1330	15	25	0	8.19916318	2.883333333
1331	14	28	0	20.70376569	2.866666667
1332	13	28	0	22.52635983	2.85
1333	12	28	0	22.53640167	2.833333333
1334	15	27	0	20.02594142	2.816666667
1335	15	28	1.27	15.41924686	2.8
1336	18	25	0	13.00167364	2.783333333
1337	16	26	0	18.71046025	2.766666667
1338	18	28	0	20.51297071	2.75
1339	18	30	33.02	17.96485356	2.733333333
1340	14	27	0	16.57154812	2.716666667
1341	10	27	0	23.01338912	2.7
1342	11	29	0.03	22.01924686	2.683333333
1343	17	27	1.27	15.70543933	2.666666667
1344	17	29	30.48	17.91966527	2.65
1345	21	33	0	20.21171548	2.633333333
1346	19	32	0	20.34476987	2.616666667
1347	21	30	0	20.73389121	2.6
1348	12	23	30.23	20.68870293	2.583333333
1349	9	25	0.03	17.7539749	2.566666667
1350	11	27	0.03	19.09707113	2.55
1351	14	20	0.03	6.853556485	2.533333333
1352	9	21	10.67	8.151464435	2.516666667
1353	4	20	0	20.92468619	2.5
1354	10	27	0	19.98577406	2.483333333
1355	10	26	0.03	19.10460251	2.466666667
1356	16	25	0.03	12.16066946	2.45
1357	13	22	0	10.29790795	2.433333333
1358	11	22	1.02	10.25020921	2.416666667
1359	7	17	0	13.17740586	2.4
1360	2	14	0	16.9832636	2.383333333
1361	1	13	2.03	9.717991632	2.366666667
1362	-1	16	0.25	15.58242678	2.35
1363	6	12	18.29	1.724686192	2.333333333
1364	2	14	3.56	10.09456067	2.316666667
1365	-1	20	0	17.74644351	2.3
1366	5	12	3.81	3.589958159	2.283333333
1367	9	15	0.03	3.369037657	2.266666667
1368	11	28	0.25	12.05271967	2.25
1369	9	23	1.78	15.96401674	2.233333333
1370	2	9	0	5.327196653	2.216666667
1371	1	11	1.27	3.881171548	2.2
1372	4	11	52.07	2.756485356	2.183333333
1373	2	13	6.86	9.825941423	2.166666667
1374	1	7	3.56	2.89707113	2.15
1375	-2	7	0	4.674476987	2.133333333
1376	1	17	1.78	12.80334728	2.116666667
1377	-2	13	4.83	15.74309623	2.1
1378	6	16	4.57	11.82426778	2.083333333
1379	11	24	0	11.841841	2.066666667
1380	1	19	7.62	9.672803347	2.05
1381	-2	11	0	15.28117155	2.033333333
1382	-2	17	0	13.41589958	2.016666667
1383	-5	8	0	11.61589958	2
1384	-8	5	0	7.960669456	1.966666667
1385	-5	3	1.02	4.664435146	1.933333333
1386	1	6	4.06	5.146443515	1.9
1387	-3	5	0	4.49874477	1.866666667
1388	-3	0	0.76	1.212552301	1.833333333
1389	-1	2	6.6	2.575732218	1.8
1390	-2	2	0	9.183263598	1.766666667
1391	-6	2	0	7.99832636	1.733333333
1392	-7	6	0	6.974058577	1.7
1393	2	5	0.51	1.687029289	1.666666667
1394	-2	4	0	4.159832636	1.633333333
1395	-5	5	0	4.820083682	1.6
1396	0	5	0	1.882845188	1.566666667
1397	3	9	0.03	3.763179916	1.533333333
1398	-3	4	0.76	2.942259414	1.5
1399	-5	2	0	10.8125523	1.466666667
1400	-8	2	0	9.893723849	1.433333333
1401	-5	7	0	11.21422594	1.4
1402	-5	7	0	10.80251046	1.366666667
1403	-5	1	0	7.385774059	1.333333333
1404	-4	2	0.03	2.962343096	1.3
1405	-5	6	0	8.949790795	1.266666667
1406	-4	17	0	10.18242678	1.233333333
1407	-1	11	0	4.973221757	1.2
1408	0	11	3.3	3.946443515	1.166666667
1409	-1	6	0	2.071129707	1.133333333
1410	-3	4	0	5.764016736	1.1
1411	-6	6	0	7.127196653	1.066666667
1412	-9	3	0	3.228451883	1.033333333
1413	-9	0	0	5.083682008	1
1414	-10	-3	0	6.165690377	0.966666667
1415	-9	1	0	5.633472803	0.933333333
1416	-7	2	0	7.965690377	0.9
1417	-3	7	0	5.452719665	0.866666667
1418	-4	9	0	8.482845188	0.833333333
1419	-5	7	0.03	5.769037657	0.8
1420	-4	4	1.78	3.409205021	0.766666667
1421	-4	1	0	3.635146444	0.733333333
1422	-2	5	0	6.509623431	0.7
1423	-7	-2	0	4.061924686	0.666666667
1424	-12	-5	0	3.830962343	0.633333333
1425	-12	-2	0	7.882845188	0.6
1426	-10	-2	0	4.963179916	0.566666667
1427	-9	7	0	6.790794979	0.533333333
1428	-5	8	0	5.410041841	0.5
1429	-11	-5	0	7.370711297	0.466666667
1430	-9	2	0	5.59832636	0.433333333
